label	text_a
4	名刀镡
0	致敬脑骑
3	俺要看喵喵
4	经典吓人
2	中低端
3	硬切硬洗
1	玩偶哥哥
3	刑啊宝友
3	抛光狂魔
4	锚不易
1	554个成就
2	点赞爷爷
3	12个达卜纽
2	轻很棒啊
1	找超级飞侠
1	一下更完啊
5	二氧化碳
2	丁财两旺可行
3	直接买了
0	0W0
1	听主人的
3	靠我家
1	不会玩了
1	还有神域呢
1	耳机党炸裂
1	我赌永恩
1	目前还能打
1	救命好吓人
3	咋不是才浅呢
2	i511320H
4	胖龙我爱你
0	是哇克
0	MC音效
1	金木玉箫
1	来喽来喽来喽
4	牛谢谢
3	黄赌毒呗
4	一点等于一斤
4	橡皮筋
1	welcometothejDNA
5	甜甜的
1	还真挺好看
3	居家X民宿
1	冲击之刀
3	大比拼
1	1229
3	真都有梨黑啊
3	百来期
1	然后出事
3	亿点点细节
0	吾王万岁
4	茅台来了
0	全球大派对
0	爷灰机
4	青阳哈哈哈哈
3	新冠别
4	我要看迪拜
1	41章节震怒
5	限量版
3	好耶母
4	男人是善变的
4	蒙大统领
3	五口之家
4	狗玩过雪
1	耀变龙
1	鈕氖撬磕立
1	97992000
1	真改变红色
1	191519SOS
1	然后摔死了
4	嘬毛腿
0	超级大片
2	所见及所得
2	675
2	同款小路
2	苹果看看人家
4	杰克斯派洛
0	朱朱超可爱的
2	原神太恐怖了
0	画的好可爱啊
3	什么是背板
4	带善人
4	op90
3	该打打
4	用叉子也很快
4	我是山猪
1	一天凉了
1	进度条有话说
4	瞎嵇呗
2	滴水之恩
4	23加油
3	连胡子都有
4	湘菜请战
0	JOJO啊
0	凯桑好
0	075807411145
2	苹果乱杀
4	不是7毛一包
3	冬捕盛况
2	二女主
3	阿珂好美啊
0	焯计划开始了
4	哪来的营养
5	向前走
4	袁大脑袋
0	医院电梯
3	假的都是假的
0	泰格太感动了
3	我直接点个踩
4	谁刷的
4	灵魂面
4	还是热水管
4	这也太多了吧
4	柚子清醒了
3	莓用科技狂喜
4	又来杭州啊
3	要会装
0	阿妹厘
4	废话文学作品
1	杰尔玛
4	光启城
0	瑟瑟的
2	抱着S5流泪
1	魔斯它卡都
3	镜头都熏黑了
1	活活燃死
4	这是有一点
2	堡垒之夜排面
1	一万人好
3	有限文化公司
0	Biggerontheinside
3	登登咚
3	这是拉宏么
4	猴面鱼加一
1	cb双厨狂喜
0	响就是好头
1	是是是绿色的
1	丸吞美少女
1	球里会
2	没啥区别
5	复读机
4	上新词了飘亮
1	现在在下载了
4	安州区的
1	已完成三连
0	人弗兹福
1	虽然草但是燃
4	恒河冰泉
4	qiajiu
1	躲不了
4	秀恩爱死得快
1	乌滋不行
5	大房子
4	老婆我也想吃
1	池真坑
3	凉仔干得漂亮
5	过河拆桥
1	干鱼姐姐
4	对对只要美好
3	大理州
0	打灰去
1	斧头大师是吧
5	小时候
1	Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
3	好标准我去
1	立绘不错啊
3	把网关了
4	暗示c罗不行
1	充龙影
0	蒙德夜
3	其实我还好
3	折耳折
0	没有我诚哥
3	可以种树
1	我超龟龟
4	是不是要放熟
3	又萎了
5	更胜一筹
1	心理医生吗
4	呷饽饽
1	1380doge
3	就是黑机无力
4	乌鸡骨
3	太潇洒了
3	前面那块好
1	紧急集合脸
4	茉莉雪顶
5	尼罗河
0	比雷欧好点
1	uwu
3	中气十足
5	电脑屏幕
1	剧情牛
5	过山车
4	Julius
4	这徒弟吃的
1	仙域没有吗
0	颜值挺高啊
2	蓝绿完败啊
5	前后矛盾
4	心有余而力不足
1	痛失韩国
2	分而生
1	我用平板
5	280
1	传说中的对象
3	哈哈哈吐槽
1	两指一矿
4	天啦玛
3	為啥用英文
3	你们太厉害了
1	这也有成就
4	菜鸡呢
1	一个双
4	慢双厨
0	kuonuo
3	印度人啃
3	有三居
5	好美啊啊啊啊
1	前方bgm
0	五百位
3	这还能用
3	做人不能这样
1	马夫蒂幻视
0	竞赛题
3	PIN
1	格里芬
4	爱生活爱浪浪
3	进来吃狗粮了
0	这是二创
1	算抄袭了
4	那是酸菜肉
3	张老千
4	评头论足
4	梅姨葛
4	脚不吃吗
5	夹起来
3	监控拆了
4	方便面调料包
2	666ojbk
3	感谢带罗城玩
2	ohyes
4	半成品卤味
2	太空春晚
3	真该打
2	睾痛处理器
4	我是山芋
4	厦门人
4	下点肉丸子啊
0	杀自己的屑
2	达索派来的
2	必tmd中
5	大冤种
1	每日炊事员
4	说唱区UP主
1	糖力方
5	CPU
3	少干一个活吧
4	冰冷的胸腔
4	蟹我绿了
5	fgo
3	这白鸽
0	不我要你妹
4	这个是真牛皮
4	刻晴果
4	新照片
1	双标的屑某幻
1	这里在现场
0	母铁鸡
1	栗子宝贝
3	一次方程
0	gnmd
4	五箱牛肉
4	谢谢不用了
3	开会是真的烦
3	包给老二
2	肝疼的茉莉花
3	43w
1	中子星
1	扣诺DIO达
2	findX5Pro
3	Bgm绝了
3	开锁大师雀巢
1	救命回不去了
3	离不香
1	君莫笑
5	好暖啊
4	好像荔枝壳
4	空袭快卧倒快
1	炎拳我焯
3	长田结花
5	所罗门
1	有雷抗
4	拿手涮涮袋儿
1	先锋内鬼
0	维德我的超人
3	都不是人
2	CTRLF
5	闪光灯
2	这可不兴传啊
4	为家驹
3	什么弱智剧情
4	9000摸鱼
4	夜尿要
4	看到赫海
2	老铁扎心了
1	下水管
3	一次性搓脚石
1	破败王是吧
1	77k
2	747
5	某种意义
4	必须点好吧
3	我有点晕车了
4	真挺能吃
4	我接收到了
4	东北菜量大的
3	98人
2	干饭蓝场
1	13星大哥
1	618人
1	e7000
1	一猩期
3	海皇卡了卡了
1	果子哥要来了
4	明侦表情包
1	咳咳不出来
1	黑魔仙变身
3	斗罗大陆一
4	快100万喽
0	可惜没二阶段
5	金博洋
3	紫紫人
0	难怪你变圆了
1	战歌起雾
4	宽粉必点
0	路飞没读书
5	一上午
4	换一份好工作
1	害怕啊阿啊
3	小猴子
5	skr
2	男人的玩具
1	白房子
3	学霸题
3	测试卷
3	首都CBD啊
3	广东话也有啊
1	不是阿姨
4	先叨壳
4	361w
3	有内味儿
5	高科技
0	吧友来喽
3	无敌彩蛋呢
3	印度必跪园
4	新单位庆指
3	在中国违法
1	青空出逢
1	魈宝逃过一劫
4	72wa
3	抱一胖了
1	难受啊
4	手太好看了
3	酸死了啊
1	我可体验不来
4	傻子一样
5	还得是你啊
1	六绝禁地
1	肝还好吗
1	小皮鞋截图了
1	想反杀
2	我要看冯益君
4	冰大聪明
2	捏一捏
3	吓出国粹
4	食欲不振
4	yesandno
1	我yy
3	下雨车子咋整
1	歪一个
1	打boos了
0	rickmorty
4	徒弟超级礼貌
3	好开我跟了
1	狼人呐
3	居然比博燃
3	up小心手
4	摇一摇巨
1	主技能清俭
1	对啊怎么的
4	不行看着都撑
1	前方窗子高能
0	地滑之秀
0	凯老师沙悟净
1	见证世界历史
1	E无冷却的
3	我等哈
1	琴神子
5	传染病
3	太能处了
4	153啦
2	吸电行
3	我们叫琉球
0	戳中我啦
1	脱装备回复
0	套路啊套路
1	中野决裂
4	印度碎冰冰
5	进行曲
3	YAMAHAr3
2	你也好小一只
5	大制作
0	世界小厂万代
1	上条挡猫
1	完美耶
1	恶臭的小图标
1	音游狗笑死了
4	搬锅里去
3	保不齐
1	看看标题
5	有点贵
1	爷就是
0	开幕雷击物理
1	双开yyds
2	路转粉了
4	呜呜呜饿了
0	0VS
1	我开的外放
5	保留节目
3	蒋宋孔
2	图一乐发
0	冒尖是吧
1	sanlianlq
1	黑格尔
1	主要是没钱
3	汉语角
4	你该剪头发了
4	战神形态
3	薛定谔的门
1	带法拳王无端
0	这个创意不错
3	养蛊呢这
3	开挂是吧
4	进口又出口
1	里科夫
2	誉品np
1	大招藏W起手
4	能坚持3秒嘛
3	2000了冲
1	yeqinghui
0	一闪六连
0	我滴手机
4	耶成功了
3	大学宿舍了
2	焯豪华
3	买地送媳妇
4	真上食啊
4	福建人狂怒
2	这价格谁买
3	只防君子
1	你又刀我
1	2244
2	散热降频锁帧
5	bar
2	测红米9A
4	挖槽这还
3	重击投币
2	S5KGW2
1	762吗
5	异曲同工
3	停小云是谁
1	身拉到
0	Bing
3	玉林探头
4	泡牛皮可好吃
5	哇啊啊
1	哎我在
3	东西向
4	可让你掏着了
4	相色谱
1	我直接满分
1	爷青没回
0	阿光阿光阿光
0	远远的光
1	哦寂寞的我
4	程序猿失宠了
4	你那条
1	凌人来
4	是糖我放了糖
5	附属国
3	摆拍啊
5	下次见
4	日常美事儿
2	ChaosLegion
1	信息熵
1	太爱了这个
4	这个好好喝
1	出生年月
4	没得半期的
3	拉链头
0	这个是梦境
4	啊肉肉捂脸
4	超级爱百香果
4	早饭吃馒头
2	oppo
1	娜塔莎
4	全家都在这
1	传之马妃
0	956
1	蒸的c
4	芋头鱼
5	qiao
4	大脑在颤抖
2	真香机
4	痛风大餐
1	掉进去
4	这款无敌好吃
4	烤肉黄面想念
4	laozao
4	白天刷不到
2	开个价
0	直接塔塔开
4	头型不好看啊
1	核能吗这是
4	空降0545
0	刀子小心
3	成观景区了这
3	gary老师
3	窝焯真矿真矿
4	致死量芝士
3	何止啊
5	逐渐上头
2	我超美里
4	今天老干净了
1	我咋变蓝了
4	混子料理
3	噎着了
1	美国签证
1	咋又是班费
3	想想就绝望
4	还是舅舅好
4	油背蜘蛛蟹
2	苹果没散热
1	中文听力
4	拌面了属于是
3	几内亚
3	像安德罗尼
1	龙舌兰姑娘喜
3	剔牙哈哈哈哈
5	玛卡巴卡
3	居然很和谐
3	白给一天
0	遍地超英
1	一索秀
4	这种没吃过
5	寸草不生
1	好臭的药
4	温州糯米饭吧
4	还以为是纸托
4	这水真
0	太顶了开头见
4	心路历程
5	太痛了
3	Www
4	回国啦
1	抽必出
0	一带而过
0	太强行了吧
1	单神子
4	拿个开水一浇
3	濠头中学
1	欧德特码头
0	emo伊姆
2	一层一层
1	这奇怪的语音
4	先来口什么
3	这是GM号
2	让他掐好啊
1	得意门生
5	540
4	我们叫北瓜
2	五一广场
3	社交男孩
4	羡慕你孩子
4	淀粉肠
4	放放要
5	WOCAO
3	导员见打
3	没人播
5	战斗力
0	有品位
1	升模加
1	拿捏了属于是
3	罗申科
1	七千多人呢
1	弹幕合同
3	胜在有钱
2	亚亚梦
1	肉鸡牛逼
3	晾衣杆
3	我靠是柚子
3	快来南宁开
4	看博主们
1	Omg逊毙了
1	帅哥你贵姓啊
4	油炸子
5	打扰了
0	扎拉布奥特曼
3	王老师好好
1	黛安娜
1	我不会嘤嘤嘤
0	信铁块得永生
3	Jerry
4	有点贵啊
2	50199分
2	鹿卧山
4	看着就想吃
4	吃不饱三兄弟
4	大庆瞎卧
4	比肉都香
5	谁能给
1	绘画大师
3	这不是操盘吗
3	瑶族话
4	你小心点
0	上热搜了呢
4	360pvs1080p
4	交保险
3	小潮变长了
4	吃泡菜长得
0	啊肯定有啊
4	没的说
1	团战漂亮
1	瞅我瞅我
3	不是华容道
1	我都没听说过
4	蒸老了
4	王府井改的
1	涂紫塞
0	凌波丽
4	勾龙虾
1	烟火不也这样
1	掉宝率484
3	是普信
4	你这饭量
4	热草莓害怕
4	刚的蔑视
4	可太爱过
3	冈部伦太郎
5	满满的
1	你就是最靓
1	大象BOOM
2	10系都没有
1	泥鳅人
2	变距杆
1	慈祥慈祥
1	一阶后
1	NDA
0	暗示着
4	这坐姿牛皮
1	猪拿头
3	好多芋艿
1	广告快走
5	SAN
1	这就是真爱吗
0	zhengshi
1	真一毛
3	带着我的币滚
2	消逝二女主
4	切涨了大涨
3	张emo
4	星巴克全责
4	涨粉有点慢呢
1	别代入
0	冬兵剑齿虎
3	五月天诶
3	杜海皇nb
2	没有无慈悲
4	哇交杯酒
3	我选雪王
2	手动用户1
0	看真想
3	不正规
4	说对了
3	好的郭锥
5	知不知道
1	甲鱼是林包的
2	上落平安
2	延迟不可避免
0	日本郭杰瑞
1	离谱剧情
1	王哥爱你
0	我擦大哥
0	恭喜热门
3	全熏死了
1	这双簧
1	羊城广州
1	冰霜月武器
4	1200我去
1	黑暗血时代
4	苦命鸳鸯
4	我选倍耐力
5	雨刮器
0	病入膏肓
5	两面包夹芝士
1	9798
3	有点帅呀
4	来一杯吧
1	精五绿箭
0	西部音乐
4	2022上岸
1	老六之手
3	鱼头泡饼走起
4	表情逐渐狰狞
1	一年免喷权
3	周末调休
0	0158
3	朋友圈先看
1	战双名言
3	有人没23
4	洗洗拇指姑娘
3	哇哦同款锁频
4	黑眼圈吗
3	难足强
1	龙头弹
4	辣椒皮
3	演技略显浮夸
1	九中校服
5	1播放
1	17点有人吗
1	头号男粉吼叫
4	羡慕你的胃
2	应该是1吧
1	电脑课
5	张老师
0	给我个面子
3	盘筑刚
3	神乐元武
4	皮鞋头道牛皮
1	quaver
4	深渊泰坦
4	有效葱花
5	难以置信
3	哎吗我不吃
2	一气之下
0	abandonabandon
2	装上战斗部
0	Lovers
4	比古茗
4	这个特别棒
3	家儿旮瘩
2	MH53j
1	人数变了好多
3	麦瑟尔夫人
5	花蝴蝶
0	小肥手
1	我开挂被秒了
4	生命炖榴莲
4	天庭开局
1	你敢刀我
4	猪脚圈
4	过复试
4	菜妮妮
3	今晚试试
4	047了
3	有点抖
4	就是从小吃的
2	他尽力了哈哈
2	鲁大师抽烟室
2	NLP
1	锁屏不可打
4	解除封印
3	yoki
0	一代恶气
1	卡萨是
5	换衣服
0	这个游戏好强
4	泡椒味的所有
4	被感动了
4	记得唱歌啊
1	自助加油
1	小锦儿你说啥
1	现实宝石
4	本来就是一对
4	进度条说没成
3	积灰酱
4	看起来好香
3	造纸匠
4	以前好瘦
1	货拉拉
5	8000
4	老铁爆个头
1	好像好像啊
4	有韭菜哦
2	8P路过
1	未完结
0	这不火就离谱
4	早餐爱吃锅边
4	腰果鸡丁
4	没防碾压墙
4	这个很好喝的
5	国泰民安
2	1080p480fps
5	头皮发麻
3	礼多人不怪
2	塌门说
1	我超抽我
4	这不补
1	结果一语成谶
2	360tmd
3	1块一个娃娃
1	古墓丽影
0	是凤梨
1	能星石
3	晕车了我
0	叫小梅
4	白花蛇草
1	免费送必中
1	再减人数诶
1	看的头皮发麻
4	我也想白嫖
2	hinqu
1	干不动
2	ipadmini
2	11U
4	我爱格瓦斯
5	107
4	pet3
3	500r
1	开挂的我
1	索勒哇多卡拉
0	十妈生
4	很香的
4	哦看吖
5	先投币再看
1	yee迟但到
1	豆宝贴贴
1	所以鱼呢
4	大刀牛肉
4	油价飞起了
4	汽油涨了不少
5	girl
4	修不完
4	邓禄普餐厅
5	好耶好
1	我去彩蛋
1	好有道理哦
2	法国内战是吧
3	挺好的啊这不
1	都看见了
1	表演场
4	这是馕坑肉诶
0	法王登场
2	开源万岁
5	长知识了
4	垫着粘豆包了
0	金木小天使
2	高功耗
1	都是好兵
3	有洁癖吗
4	宛若游龙
4	争取吃了送走
3	好的关注括号
3	左边小李肯定
1	小麦果汁
4	可以放车外
1	cheems
0	Yajiruo
4	机魂大悦
3	含泪看完
1	超威也会被秀
4	只吃十成熟的
4	盐王帝君
3	十二分之一A
0	这个好好
0	piece
5	谈不上
3	来广西的一年
0	yoga
5	玉米地
4	鸡蛋仔
5	我不行
2	都很差
4	确实像理发店
2	老爸评测
1	这是你的嘴巴
5	甄嬛传
1	火男报道
3	有几个
3	感觉对了
2	K50打钱
3	自传体
3	养生茶
3	我要开始笑了
4	口水喷麦了
5	老干妈
3	王宝具
4	货车艺术家
1	福瑞控是吧
4	比罗非鱼还多
2	送上去
1	坏了岩浆剑们
4	卖这么贵
4	徒弟的悟性1
2	13pro
1	天气在卖萌
2	遥感不正常
4	叫克墩
1	怎么可能死
3	嫕罷醻
2	pro6puls
3	挺富裕啊
5	生活化
4	经典无汤泡面
1	在现场在现场
1	老板发工资
1	礼貌狮子你吗
2	水上坦克
3	VioletEverGarden
2	matebook14s
0	FKKONAMI
4	幻听卡姐笑死
5	辅导员
3	正穿着哽住了
4	片片爽
1	感觉是挺好
3	呃啊好诡异
1	粮比命
3	神仙租客
1	劲爆出张
4	王老菊的笑声
1	高高飞起来啊
1	鹅鹅鹅11
5	哈哈哈啊哈哈
1	退休前的钟离
5	钻牛角尖
0	水口地狱
1	街霸6啊
1	建议断电
4	老白好久不见
4	牛皮甲
1	看着你走
4	1211
0	邀请三个女生
4	去黑办嘛
4	今年考编顺利
2	屏幕显示
2	好用狂喜
0	最喜欢都歌
2	联想确实nb
3	好专业哦
4	她在狂笑
1	但强度不搞
4	太香啦
3	薯条甜不甜甜
3	卡拉是条狗
4	好喝我爱它
5	绿宝石
1	赢都可以赢
0	买两只
4	白划螺
4	祸不单行
0	好像守望者诶
2	玩不转
3	便宜个der
4	小婕妹
2	iosevka
4	谁拿摄像机
0	雪橇车僵尸
5	还热乎
3	这么直接的吗
4	至臻版
5	吃水果
1	绿色长裙
3	85918592
4	笑倒在床上
3	运镜0
0	好粉的皮套
1	带头冲锋
1	应急灯
0	理想城
1	窜摸师傅
1	异客jpg
4	爱吃螺的
2	这耳环真好看
2	gh6s
4	这家超级好吃
1	熟悉的bgm
1	打铁匠
4	219人
0	天苑四
4	会酸吧
3	真的超好吃
5	罪魁祸首
3	什么克系风格
4	一等奖学金
4	娘皮可还行
3	我习惯了
1	祖爷关更
2	好了不听了
4	福州许昊龙
5	音乐起
0	Brian
3	天天丢大包
4	可挺能
1	万金油龙头炮
4	烫嘴区UP主
4	甜的啊
1	看到唐裤裤进
5	区柯克
4	狼嫌郭鸡
5	辛辛苦苦
3	沉没在缸底
1	口罩好小
1	佛King
1	第二只
5	蓄谋已久
5	数一数二
4	太可爱了你
2	老婆有漂亮了
3	这也太黑了
1	这个印象深刻
0	土嗨神子
0	中村迪迦
1	梅开二次方
1	杜格尔
0	新外敷
2	不防抖
4	上古老梗
1	不如孤胆车神
1	我去光
1	打沙人
4	哈哈开心
4	HPV
3	他们车牌好长
4	小甜包一票
1	浦西批
4	嘿老子
3	退钱rnm的
5	哇塞哇塞
4	地址有吗
3	但求一试
4	没有什么难得
4	入口呛就对了
4	感觉费欢车
1	有女舰长吗
4	cuhk
4	嘌呤盛宴
1	拉比克啊
4	喜欢超开心
0	入侵者
4	其实没啥营养
3	这期视频杀狗
1	深境螺旋
3	鱼要倒霉了
2	拿方钢
4	亿点点醋
4	维林好乖
3	银行数钱的
0	为啥要禁迪迦
3	快退钱
3	云南豆好哇
0	胆小菇确信
4	只吃过无花果
1	了吧大气
5	mod
1	海皇真惨
4	吃得完么
2	等着呢等着呢
5	运动量
5	9分钟
3	把人累死
2	啧啧曲面屏
1	时装也是送的
3	性关系
4	嘶还是很恐怖
0	必须夜袭队
3	我们没跑操
1	鞭尸狗卡
1	指太鼓
2	相当于自动挡
4	凭什么我不服
3	肆意抓挠
3	team
1	斗战岩
1	烂梗好活
4	嗯哈哈
0	Decade
1	他up太欧了
1	47不是
0	重型大杀器
0	合金就是螺丝
4	商务风
4	正片540
4	教的好仔细
0	当场身亡
1	这人来
4	这捕鱼啥原理
4	鲜香超
1	刷拉拉
4	这价钱还贵
3	懂了不是人
3	有点儿蛆别
1	不是你翻的吗
4	哇奇迹发生了
0	都回来了
2	谷歌刺激
4	看着不太行
4	打胎视频
3	桂林人震怒
0	大国指面积
3	鱼腥草好吃啊
4	脏喜喜
1	脑浆迸裂男孩
3	景色还行
1	eskkskos
3	想吃面
3	美食区up主
1	卧槽韩一索
0	guai
4	风车车
5	好感度
1	十年老粉集合
4	高情商助攻
1	帅哥王红橙
0	终于结论了嘛
1	呼呼呼好烫
4	这哪里像C罗
0	迦捷德
1	三连特效
1	像监狱
0	出海口
2	刹开线
4	身残志坚
3	要实惠好喝啊
1	好可爱男主
4	削冰墩墩
1	泷泽萝拉哒
3	这不比查
0	大青虫
4	又想拉蒜了
1	懂了马上去
5	第三遍
3	阿伟好
1	煎饼杯最草奖
3	创新料理
5	138
4	是晓豆
3	试图教会
3	不拍了
4	jiji本身
4	没我的大
2	FluttershyFluttershyFluttershycanhardlyfly
5	现场版
4	嘿卤肉fan
1	你剩一抽
4	外卖加一块
1	腾讯给我滚
0	纳垢那个别走
3	热带雨林
1	右下角骂人恼
4	鱼龙虾
3	魔仙宝石
3	又想到了桃神
3	里里外外
0	Mac
4	一些玄学
4	油东儿
0	MrYang
1	有点像麒麟志
0	屑程心
2	一号哇
4	这不上春晚
4	环保奖励
1	卧槽滑墙
4	我应该很喜欢
4	1718
4	这个很鲜的
3	好想拥有
5	你币有了
2	人才都在民间
1	喂uid
0	新人物追加
1	王憨哲本人
1	coma
1	这是年度集锦
1	这咋过
5	再看亿遍
3	回家吃饭
1	波喔噢特
4	16号啊
1	我哥也玩过
4	抗体buff
3	Mr49
1	万万没想到啊
5	202
4	这手势我熟
1	男主吃瓜
2	文科生狂喜
5	活学活用
5	太难受了
4	又见阿强
4	刷来刷去
1	我人震
1	绿箭口香糖
1	贪污神技
1	还在这个游戏
4	年夜饭吧
5	遥控器
1	炸糊爷
0	阿布嘟嘟
4	玛莎拉玛莎拉
1	乐咖啡
3	这是公寓吧
4	和肥胖的肚皮
5	RNM
4	会动的荔枝
4	可以做成蒸菜
1	懂了七七
1	文人组
4	蜜桃的最好喝
3	还是吃下去了
3	当地的鱼人
3	这儿更好
0	他哭啦
4	服务员好帅啊
4	礼貌关公你吗
4	这不是藤壶没
4	我受不了了妈
3	车进不来啊
1	解压卡
3	严于绿己
2	丑的一批
0	握草萨乌鲁斯
1	确实jpg
3	煲鱼头汤
4	夏洛克视角
3	知识盲区
2	气飞了
0	几老师
1	拉菲老婆震声
3	好晕好晕
1	什么金木研
5	充满希望
0	味宁次
0	好大的菠萝
5	小学生
4	你还能吃
2	nova5
1	复仇勇士OK
3	新门虽迟但到
1	背景瞩目
1	是王大队长
3	时长满意
4	庸子吃法
1	练了多久
5	莫欺少年穷
0	人间体太美了
3	深圳北站附近
1	我真不会
4	投小蛋
0	拷可还行
4	路口计划
4	热乎乎乎
5	科学家
4	扎心窝子了
1	狮子座狂怒
3	cuedoge
4	吃的开心
4	可以出诗了
5	功不可没
3	炸鱼酱可香了
1	出乎意料啊
2	小米最牛阿
3	也有小姐姐啦
3	28大杠
1	保险箱
4	nao醩蛋
4	白嫖让我快乐
1	你赔我手机
5	不客气
4	海葡萄
2	佛山在搞啦
3	随便晃
4	垄断市场
4	空气炸锅教父
5	460
4	恐怖啊哈哈
4	它NND
0	做得太好了
2	懂了马上去学
4	复合复合
1	填腹一饼
4	螺血豆腐
1	艾斯利尔逐梦
1	后摇大
3	售后环节
5	下雨了
1	三等奖2万
3	长篇小说
2	我想要这个
1	泰国番茄
4	五六十元
4	捡漏的最香
4	要和你交杯
0	好有感觉厉害
4	肖邦的夜曲
0	燃烧心灵
1	嗨害来了啊
3	你是陈刚
1	那怎么办呢
3	福州福州
2	OIer
3	叉饭视频的
3	你他妈好帅啊
5	鬼鬼祟祟
4	方便面8块
1	弹幕减智
4	哎呀我天
1	我们能发图吗
1	BgMCancellation
1	追女孩
2	地球转晕了
1	谢谢你乔
0	草原离离上谱
1	WAP
0	冰冻罗非鱼草
3	十四号
1	颠疯赛
5	黏糊糊
0	loveandpeace
4	搬家了
3	芒果真实
4	放的洗头膏
1	玩第2个了
1	劉禪忠配
3	汉密尔顿确信
4	不发火
4	香菜永远滴神
3	人字拖没少穿
3	399MB
1	申鹤点
1	这猥琐的步伐
3	杜海皇漂流记
4	哇开屏暴击
5	怎么弄
1	说好的零氪呢
4	死因什么玩意
1	完美复刻动漫
3	像极了微妹
1	我的手办cp
3	贵一倍
2	冯益君
1	拉比克是吧
1	什么燃素
2	直接倒退3年
3	后患无穷
1	折磨肉
3	广州速速
4	七哥好耶
4	明显剪了
5	还可以
3	言传不如身教
0	模范夫妻
0	大摆钟
4	简称粉丝绿
3	上头再看一遍
4	好诱人
1	你还没明白吗
3	于谦吃过
5	慢慢来
4	跟猪皮一样
0	这张好帅
2	起落架
1	哦吼吼吼吼吼
1	汉化版
4	蟹壳差评
5	人间真实
0	石黑好帅
4	油端子
4	我也好开心
3	一片狼藉
1	养养弹幕再看
0	我很好奇
4	日乐购
4	老白被宰了
2	恭喜恰完饭
0	那叫鸣柱
3	我胃炎还是胖
1	知刀妹
1	我卡莎
5	我觉得可以
4	刘墉你再骂
3	这口音锦州
4	对照组没了
4	黑色口罩
1	TOP0
0	擦真相了
1	与山那来的
4	懂了农夫果园
3	为什么杀狗
4	我马可波罗呢
4	我切丝
5	终点站
3	这不是最帅的
2	matlab
0	特显诚不欺我
1	imporsterv3
4	就是没熟
2	业内人士
4	54二短头发
4	大碴纸粥
3	ysp
1	克苏鲁之嘴
4	撕吧撕吧
2	怎么画面不动
1	super
4	新bgm
3	暴力摩托
5	不错啊
4	石河子大学
3	笑死人难怪呢
2	5000还贵
2	战术嘴瓢
0	有毒的
1	Leo
3	好好吃鱼堡王
1	我100级
0	噶呵射会
4	亿小勺
5	平平无奇
1	科目二
4	面大碴子
4	热气腾腾
1	卧槽是我的猫
1	啊这哈哈哈哈
3	回忆杀了属于
3	都是病毒啊
4	脆脆那么好吃
1	左下角小剧场
1	ddlc是吧
3	武汉滴上空
3	光之锯人来了
3	拉宏啊
1	a1高闪
3	挂电线杆上
4	酸菜换龙虾咯
1	这么卷
1	界凌统
0	一起玩吗
3	加薪破灭
1	终焉来了摆
5	promax
1	甚么一丝
3	我绿我自己
4	嘌呤爆炸汤
4	是四郎的吗
0	大大滴好
5	我梦中
3	女人你在玩火
4	吃得好香啊
3	好可爱aaa
5	痛太痛
5	老婆老婆
3	这是家吗
5	闪电旋风劈
1	警笛头
1	你潮嘛
4	管加肉
4	好山好水
1	人又多了
3	嗯辣椒汤
3	哇哇我也想玩
2	DLSSYYDS
0	见意直接毕业
4	迪奥羽绒服
5	乘风破浪
1	典型淀粉复盘
3	两广都一样
1	哦酱紫剪
1	调查员小王
2	你安反
4	会好起来的
5	深呼吸
0	给猪猪上孜然
0	赛罗排面
4	国民收入
0	7粉8紫9黑
4	这个太腻了
4	清新靓丽
4	我想东北了
1	不是可以2吗
4	这是白给吧
2	奔驰车
4	那可以
1	醒醒吧酒鬼
1	我差不多都懂
3	实在是太美了
3	盲猜担担面
1	搞起来了
1	我还在笑
1	懂车Boy
1	兔子岛
5	很好啊
5	硬邦邦
3	送给粉丝吧
4	人肉数控机床
3	忘记初心
1	现象学
3	还粉粉嫩嫩的
1	反正我都玩
3	武汉人路过
2	小丙附体了
5	开着车
3	买贵的升值快
2	ccnc
3	圆木大床
1	给宵宫
5	打水漂
0	角度惊奇
5	fufu
3	老二这肌肉
3	小潮帅帅帅
1	但是我
3	这个是婆罗门
1	先奸后杀了
1	yeeeeeeeeeeee
3	卧槽我馋哭了
4	切实际
1	沉睡魔咒
4	这有嘛可吃的
1	我先来向导
0	剪的太棒了
4	不能再干净了
1	血条反复蹦迪
0	没有10摩拉
3	开不带
1	wc讲究
1	绰我歪了莫娜
1	玛丽亚
4	吃太香
1	福尔马林君啥
4	这方法不太对
3	看封面识up
1	cjb是吧
4	可以煲汤哦
4	今天社恐
3	爷的老婆
1	如芒在背
1	我天生神力
1	快点过关
1	我射手
2	这是一个幻想
0	鬼灭区阿婆主
0	冰冰我的冰冰
2	把电池
0	冰冰贴贴
1	毛慧婧
3	出圈juan
3	飞哥辛苦了
3	不能去阿根廷
1	所以然
3	猫猫情头自取
4	冬瓜老演员
5	一百万
1	开始讲究
3	拖鞋换了
5	大面积
3	我会成功吗
4	暗中交易
1	脚尾饭
1	把他撞飞
1	哈哈哈战略点
1	小王手
0	桐老爷帅啊
4	糯玉米
3	谈谈心
1	琴77
2	一样的牛逼了
0	什么鬼玩意
3	手不累
